"FIPS","pop_mean_2010"
29189,998917.5
29195,23388
29197,4430
29199,4842.5
29201,39214.5
29203,8439
29205,6371.5
29207,29982.5
29209,32187
29211,6719.5
29213,51784
29215,26028
29217,21160.5
29219,32532
29221,25200
29223,13510
29225,36244.5
29227,2163
29229,18834
29510,319225
30001,9249.5
30003,12889.5
30005,6499
30007,5620.5
30009,10081.5
30011,1157
30013,81423
30015,5808
30017,11701
30019,1754.5
30021,8951
30023,9296
30025,2888.5
30027,11584
30029,90914.5
30031,89585.5
30033,1199
30035,13425
30037,884
30039,3080.5
30041,16124
30043,11415
30045,2070
30047,28756
30049,63507.5
30051,2341.5
30053,19678.5
30055,1737.5
30057,7691
30059,1889
30061,4221
30063,109396.5
30065,4549
30067,15622
30069,494.5
30071,4251
30073,6156.5
30075,1742
30077,7024.5
30079,1184
30081,40260
30083,9752.5
30085,10439
30087,9243.5
30089,11397.5
30091,3380.5
30093,34217
30095,9119
30097,3636.5
30099,6077
30101,5330.5
30103,715.5
30105,7364
30107,2167
30109,1012.5
30111,148202
31001,31376
31003,6674.5
31005,461.5
31007,690
31009,478
31011,5502.5
31013,11296.5
31015,2103
31017,3149.5
31019,46133.5
31021,6852.5
31023,8396.5
31025,25266
31027,8844.5
31029,3968.5
31031,5715
31033,9988.5
31035,6542.5
31037,10536.5
31039,9139.5
31041,10925.5
31043,21017
31045,9176
31047,24354.5
31049,1938.5
31051,6001.5
31053,36699
31055,517943.5
31057,2008
31059,5889.5
31061,3230
31063,2749.5
31065,4958.5
31067,22306
31069,2061
31071,2048
31073,2045.5
31075,612
31077,2541
31079,58710.5
31081,9128
31083,3423.5
31085,962.5
31087,2906
31089,10434.5
31091,737
31093,6273.5
31095,7532
31097,5224
31099,6490.5
31101,8367.5
31103,824
31105,3820.5
31107,8697
31109,285774
31111,36279
31113,766.5
31115,633
31117,538.5
31119,34918
31121,7848
31123,5044
31125,3732.5
31127,7253
31129,4498.5
31131,15756.5
31133,2775
31135,2972.5
31137,9193.5
31139,7266
31141,32280.5
31143,5400.5
31145,11050
31147,8356.5
31149,1521.5
31151,14209.5
31153,159274.5
31155,20819
31157,37021
31159,16778.5
31161,5460.5
31163,3152
31165,1307.5
31167,6126.5
31169,5228.5
31171,644
31173,6957.5
31175,4264
31177,20245.5
31179,9601
31181,3810.5
31183,818.5
31185,13658.5
32001,24843.5
32003,NA
32005,46976.5
32007,48872
32009,776.5
32011,1994.5
32013,16567
32015,5787
32017,5353.5
32019,52014.5
32021,4770
32023,43857.5
32027,6752
32029,4006
32031,421967.5
32033,10044
32510,55250
33001,60086.5
33003,47827
33005,77083
33007,33002.5
33009,89113
33011,400889
33013,146422.5
33015,295291.5
33017,123170.5
33019,43729
34001,274617
34003,905828.5
34005,448941.5
34007,513632
34009,97259
34011,157023.5
34013,784098.5
34015,288434.5
34017,634780
34019,128361
34021,366651
34023,810422
34025,630673
34027,492485
34029,577085
34031,501543
34033,66070.5
34035,323819
34037,149252
34039,537080
34041,108703
35001,663601.5
35003,3727.5
35005,65712
35006,27230
35007,13738
35009,48662.5
35011,2022
35013,209885.5
35015,53859.5
35017,29456.5
35019,4690
35021,693
35023,4874
35025,64712.5
35027,20498.5
35028,17990.5
35029,25114
35031,71644.5
35033,4885
35035,64040.5
35037,9059.5
35039,40292.5
35041,19948
35043,131945.5
35045,130094.5
35047,29390
35049,144388
35051,12007
35053,17858
35055,32947
35057,16379
35059,4545
35061,76664
36001,304018.5
36003,48944.5
36005,NA
36007,200436
36009,80273
36011,80002
36013,134836.5
36015,88827
36017,50441
36019,82121.5
36021,63084.5
36023,49315
36025,47906
36027,297532.5
36029,918846
36031,39336
36033,51589
36035,55528.5
36037,60080.5
36039,49190
36041,4833.5
36043,64510.5
36045,116405.5
36047,NA
36049,27079.5
36051,65363
36053,73440.5
36055,744366.5
36057,50234.5
36059,NA
36061,NA
36063,216507.5
36065,234861.5
36067,467115
36069,108023.5
36071,373084
36073,42868.5
36075,122111.5
36077,62245.5
36079,99711.5
36081,NA
36083,159428.5
36085,469046.5
36087,311935
36089,111919
36091,219783.5
36093,154808
36095,32735.5
36097,18336.5
36099,35225
36101,98960
36103,NA
36105,77523.5
36107,51087
36109,101592
36111,182464
36113,65702
36115,63252
36117,93762.5
36119,949827
36121,42142
36123,25343
37001,151329.5
37003,37218.5
37005,11159
37007,26928
37009,27286
37011,17776
37013,47789.5
37015,21266
37017,35209.5
37019,107711.5
37021,238575
37023,90841.5
37025,178299.5
37027,83013.5
37029,9991.5
37031,66577
37033,23707
37035,154373.5
37037,63663
37039,27440
37041,14776
37043,10590.5
37045,98064
37047,58046
37049,103706.5
37051,319849
37053,23595
37055,33967.5
37057,162904
37059,41280.5
37061,58616.5
37063,268020.5
37065,56545.5
37067,351002.5
37069,60733.5
37071,206149.5
37073,12202
37075,8868
37077,59989.5
37079,21373
37081,489043.5
37083,54626.5
37085,115205.5
37087,58985.5
37089,106859
37091,24656
37093,47209
37095,5808.5
37097,159604
37099,40304.5
37101,169306.5
37103,10153
37105,57908.5
37107,59467
37109,78357.5
37111,45006
37113,33930
37115,20770.5
37117,24503
37119,921527.5
37121,15562.5
37123,27812
37125,88408
37127,95889
37129,203004
37131,22069.5
37133,178621.5
37135,133999
37137,13134
37139,40697
37141,52325
37143,13474
37145,39462.5
37147,168482.5
37149,20487.5
37151,141856
37153,46649
37155,134320.5
37157,93642
37159,138437
37161,67791
37163,63485.5
37165,36128.5
37167,60590
37169,47376
37171,73683.5
37173,13984.5
37175,33092
37177,4412
37179,201749
37181,45424
37183,903981
37185,20951.5
37187,13217
37189,51060
37191,122765
37193,69313.5
37195,81296.5
37197,38415.5
37199,17806
38001,2344.5
38003,11064
38005,6672.5
38007,781
38009,6432
38011,3150.5
38013,1968
38015,81487
38017,150004
38019,3992
38021,5291
38023,2077.5
38025,3538
38027,2381.5
38029,3545
38031,3346
38033,1683
38035,66926
38037,2390
38039,2419.5
38041,2472.5
38043,2439.5
38045,4133
38047,1991.5
38049,5395.5
38051,2797.5
38053,6387.5
38055,8973.5
38057,8423
38059,27535.5
38061,7703
38063,3125
38065,1843
38067,7416.5
38069,4357.5
38071,11463.5
38073,5445.5
38075,2473.5
38077,16331.5
38079,13961
38081,3817
38083,1314.5
38085,4156
38087,726.5
38089,24260
38091,1980.5
38093,21105
38095,2247.5
38097,8111.5
38099,11100
38101,61884
38103,4205.5
38105,22475
39001,28550
39003,106268
39005,53133
39007,101463
39009,64763.5
39011,45944
39013,70359.5
39015,44851.5
39017,368380
39019,28818
39021,40061
39023,138263
39025,197483.5
39027,41985
39029,107820.5
39031,36888
39033,43751
39035,NA
39037,52963.5
39039,39022
39041,174732
39043,77074.5
39045,146253.5
39047,29036.5
39049,NA
39051,42683.5
39053,30944.5
39055,93398.5
39057,161589
39059,40060
39061,802313
39063,74754.5
39065,32061.5
39067,15857.5
39069,28200.5
39071,43571.5
39073,29377
39075,42374
39077,59606
39079,33246.5
39081,69661.5
39083,60954.5
39085,230071
39087,62415
39089,166596.5
39091,45831.5
39093,301402.5
39095,441641.5
39097,43440.5
39099,238566.5
39101,66491.5
39103,172462
39105,23757.5
39107,40803.5
39109,102483.5
39111,14616
39113,535106
39115,15039.5
39117,34810
39119,86108
39121,14641
39123,41404.5
39125,19597.5
39127,36058
39129,55750.5
39131,28700.5
39133,161402.5
39135,42227.5
39137,34481.5
39139,124326
39141,78077
39143,60913
39145,79502.5
39147,56703.5
39149,49398.5
39151,375453.5
39153,541673
39155,210124
39157,92562
39159,52345
39161,28721
39163,13425
39165,212942.5
39167,61730.5
39169,114512.5
39171,37588.5
39173,125495
39175,22605.5
40001,22709.5
40003,5644
40005,14188.5
40007,5643.5
40009,22062.5
40011,11955.5
40013,42495
40015,29632.5
40017,115889
40019,47589.5
40021,47063
40023,15215
40025,2473
40027,256325
40029,5917.5
40031,124733
40033,6197
40035,15051.5
40037,70050
40039,27493
40041,41506
40043,4810
40045,4152.5
40047,60668
40049,27564.5
40051,52456
40053,4530.5
40055,6228
40057,2932
40059,3686
40061,12762
40063,14013.5
40065,26471
40067,6458.5
40069,10970.5
40071,46511
40073,15049
40075,9441
40077,11146
40079,50452
40081,34287
40083,41943
40085,9432.5
40087,34610.5
40089,33181.5
40091,20260
40093,7516.5
40095,15863.5
40097,41271
40099,13501
40101,71050
40103,11556
40105,10524
40107,12197
40109,719905.5
40111,40107.5
40113,47444
40115,31839.5
40117,16577
40119,77399
40121,45845.5
40123,37529
40125,69525
40127,11573
40129,3649
40131,86946.5
40133,25473.5
40135,42411.5
40137,45072.5
40139,20741.5
40141,7983.5
40143,604410.5
40145,73217
40147,51010.5
40149,11624
40151,8887
40153,20025.5
41001,16115.5
41003,85577
41005,376441.5
41007,37054.5
41009,49347
41011,63034
41013,20921
41015,22350.5
41017,157813.5
41019,107652.5
41021,1871
41023,7451.5
41025,7410.5
41027,22398.5
41029,203334
41031,21695
41033,82760
41035,66362.5
41037,7883.5
41039,351849
41041,46044
41043,116791
41045,31316
41047,315715.5
41049,11190
41051,736618
41053,75514
41055,1769.5
41057,25257.5
41059,75984
41061,25772
41063,7017.5
41065,25239.5
41067,530727
41069,1445.5
41071,99292
42001,101446
42003,NA
42005,68890
42007,170553
42009,49735.5
42011,411646
42013,127060
42015,62636.5
42017,625360.5
42019,183960.5
42021,143588.5
42023,5082.5
42025,65234.5
42027,154058.5
42029,499341.5
42031,39949
42033,81602
42035,39234
42037,67281.5
42039,88711
42041,235633.5
42043,268160
42045,559127.5
42047,31898
42049,280626
42051,136526
42053,7700.5
42055,149726
42057,14848.5
42059,38663
42061,45913.5
42063,88863.5
42065,45215.5
42067,24629
42069,214402
42071,519800.5
42073,91038
42075,133628
42077,349801.5
42079,320856.5
42081,116127
42083,43403
42085,116598
42087,46674
42089,169869
42091,800463
42093,18276.5
42095,297918
42097,94447
42099,45982
42101,NA
42103,57349
42105,17460.5
42107,148258.5
42109,39715.5
42111,77684
42113,6419.5
42115,43316.5
42117,41994.5
42119,44955.5
42121,54954.5
42123,41791
42125,207847.5
42127,52858.5
42129,365090.5
42131,28271
42133,435231
44001,49864
44003,166130.5
44005,82870
44007,626868.5
44009,126993.5
45001,25376
45003,160332
45005,10385
45007,187197.5
45009,15968
45011,22625.5
45013,162611
45015,178313
45017,15150.5
45019,350845.5
45021,55369.5
45023,33118
45025,46699.5
45027,34957.5
45029,38903
45031,68649
45033,32091
45035,137015.5
45037,26975.5
45039,23923
45041,136986.5
45043,60126
45045,452042
45047,69682
45049,21069.5
45051,269860.5
45053,24858
45055,61774
45057,76770.5
45059,66518.5
45061,19205.5
45063,262898.5
45065,10230.5
45067,33031.5
45069,28903
45071,37541.5
45073,74316
45075,92423.5
45077,119220.5
45079,385124.5
45081,19900.5
45083,284510
45085,107513
45087,28914
45089,34390.5
45091,226522
46003,2711.5
46005,17403
46007,3435
46009,7073.5
46011,31984
46013,36579
46015,5265
46017,1923.5
46019,10124
46021,1466
46023,9136.5
46025,3688.5
46027,13862.5
46029,27229
46031,4062
46033,8233
46035,19518.5
46037,5717
46039,4358
46041,5318.5
46043,2998
46045,4075
46047,7102
46049,2364
46051,7348
46053,4269.5
46055,1930.5
46057,5911.5
46059,3434.5
46061,3330.5
46063,1252
46065,17048
46067,7343
46069,1418.5
46071,3035
46073,2078
46075,1009
46077,5150
46079,11230
46081,24145
46083,45009
46085,3762.5
46087,5623
46089,2456.5
46091,4657.5
46093,25444
46095,2049.5
46097,2385.5
46099,169727.5
46101,6492
46103,101148
46105,2988.5
46107,2334
46109,10171
46111,2353.5
46113,13615
46115,6412
46117,2974.5
46119,1373.5
46121,9635.5
46123,5645
46125,8350
46127,14450
46129,5446
46135,22449
46137,2809
47001,75144.5
47003,45109.5
47005,16494
47007,12869.5
47009,123064.5
47011,99020.5
47013,40706
47015,13798
47017,28520
47019,57391
47021,39104
47023,17138.5
47025,32223.5
47027,7866
47029,35639
47031,52788
47033,14586
47035,56091.5
47037,627407
47039,11749.5
47041,18725
47043,49699.5
47045,38342
47047,38422.5
47049,17952.5
47051,41031
47053,49700
47055,29432.5
47057,22686.5
47059,68814
47061,13695.5
47063,62589
47065,336878.5
47067,6825
47069,27213.5
47071,26025.5
47073,56840.5
47075,18774.5
47077,27760.5
47079,32339.5
47081,24674.5
47083,8431
47085,18545
47087,11646
47089,51422
47091,18251
47093,432667
47095,7829
47097,27794
47099,41930
47101,12167
47103,33400
47105,48640.5
47107,52251
47109,26092
47111,22271
47113,98344.5
47115,28253
47117,30650.5
47119,81048.5
47121,11757.5
47123,44563.5
47125,172819
47127,6362.5
47129,21992.5
47131,31803
47133,22084.5
47135,7925
47137,5069
47139,16824
47141,72442.5
47143,31825.5
47145,54136
47147,66376
47149,263172
47151,22229.5
47153,14103.5
47155,89980.5
47157,928337
47159,19156.5
47161,13337
47163,156808.5
47165,160947.5
47167,61099.5
47169,7870
47171,18295.5
47173,19088.5
47175,5549
47177,39869
47179,123158.5
47181,17013
47183,35022.5
47185,25844
47187,183608.5
47189,114265
48001,58455
48003,14809.5
48005,86862
48007,23154.5
48009,9057
48011,1901.5
48013,44957
48015,28430
48017,7172.5
48019,20504
48021,74287
48023,3725.5
48025,31874
48027,311617.5
48029,NA
48031,10512
48033,644
48035,18240.5
48037,92644
48039,313830
48041,195272
48043,9266
48045,1634
48047,7212
48049,38125.5
48051,17198
48053,42802
48055,38103.5
48057,21370.5
48059,13542
48061,407137
48063,12412.5
48065,6173.5
48067,30475.5
48069,8086
48071,35203.5
48073,50884
48075,7050.5
48077,10740
48079,3132
48081,3322
48083,8893.5
48085,785374
48087,3059.5
48089,20886
48091,108927
48093,13977.5
48095,4082
48097,38444.5
48099,75516.5
48101,1505
48103,4379
48105,3715
48107,6059
48109,2400.5
48111,6720.5
48113,NA
48115,13850
48117,19409.5
48119,5242
48121,664833.5
48123,20101.5
48125,2448.5
48127,10018
48129,3679
48131,11760.5
48133,18592.5
48135,137137.5
48137,1997.5
48139,150036
48141,802492.5
48143,37919
48145,17872.5
48147,33910
48149,24542.5
48151,3964
48153,6434.5
48155,1338.5
48157,587862.5
48159,10609.5
48161,19823.5
48163,17220.5
48165,17560
48167,291958
48169,6455
48171,24868
48173,1227
48175,7216.5
48177,19836.5
48179,22495.5
48181,121011
48183,121792
48185,26631.5
48187,131982
48189,36325
48191,3354
48193,8509
48195,5619
48197,4145.5
48199,54691.5
48201,NA
48203,65698.5
48205,6064
48207,5894.5
48209,157709.5
48211,3802
48213,78589.5
48215,777428
48217,35112.5
48219,22899.5
48221,51244
48223,35195.5
48225,23727.5
48227,35007.5
48229,3481.5
48231,86241
48233,22136
48235,1602.5
48237,9036
48239,14076
48241,35759.5
48243,2344
48245,252331.5
48247,5303
48249,40878.5
48251,151072.5
48253,20208.5
48255,14832.5
48257,103638.5
48259,33555
48261,417.5
48263,808.5
48265,49641.5
48267,4603
48269,287.5
48271,3598
48273,32083.5
48275,3725.5
48277,49817.5
48279,14001
48281,19699
48283,6892.5
48285,19259.5
48287,16611
48289,16790.5
48291,75755.5
48293,23406
48295,3294
48297,11545.5
48299,19308.5
48301,82.5
48303,279534
48305,5908.5
48307,8264.5
48309,235467
48311,709.5
48313,13694.5
48315,10520
48317,4812
48319,4017
48321,36726.5
48323,54389.5
48325,46060.5
48327,2242.5
48329,136923.5
48331,24735.5
48333,4945.5
48335,9405
48337,19706.5
48339,457382
48341,21947
48343,12926
48345,1212.5
48347,64617
48349,47773.5
48351,14434
48353,15227
48355,340351.5
48357,10217
48359,2053
48361,81883.5
48363,28111.5
48365,23810
48367,117105
48369,10287.5
48371,15521
48373,45404
48375,121259.5
48377,7853
48379,10911
48381,120966.5
48383,3359.5
48385,3309.5
48387,12865
48389,13790.5
48391,7376
48393,929
48395,16612.5
48397,78670
48399,10515.5
48401,53361.5
48403,10843.5
48405,8846
48407,26417.5
48409,64695
48411,6142.5
48413,3477
48415,16935
48417,3375
48419,25451.5
48421,3034
48423,210113
48425,8496.5
48427,61094
48429,9623
48431,1140.5
48433,1498
48435,4104
48437,7878.5
48439,NA
48441,131701
48443,993.5
48445,12663.5
48447,1639
48449,32412
48451,110451.5
48453,NA
48455,14594.5
48457,21753.5
48459,39332
48461,3357
48463,26441
48465,48949
48467,52608
48469,86835.5
48471,68023
48473,43313.5
48475,10641.5
48477,33750
48479,250968
48481,41324.5
48483,5408.5
48485,131592.5
48487,13529.5
48489,22158.5
48491,424662
48493,43020
48495,7103
48497,59134
48499,41991.5
48501,7872
48503,18554.5
48505,14044
48507,11700.5
49001,6636
49003,50065
49005,113036.5
49007,21432.5
49009,1061
49011,307167.5
49013,18611.5
49015,10983.5
49017,5183
49019,9260.5
49021,46236.5
49023,10252
49025,7140.5
49027,12528.5
49029,9489
49031,1558.5
49033,2264.5
49035,NA
49037,14791
49039,27854
49041,20810
49043,36422.5
49045,58387.5
49047,32511
49049,518306.5
49051,23617.5
49053,138283
49055,2773
49057,231732
50001,36815.5
50003,37107
50005,31214.5
50007,156625
50009,6302
50011,47776
50013,6968
50015,24546.5
50017,28932
50019,27231
50021,61604
50023,59555.5
50025,44511.5
50027,56662
51001,33183
51003,99060
51005,16239
51007,12709.5
51009,32336
51011,14996
51013,208542
51015,73709
51017,4722.5
51019,68705.5
51021,6816
51023,33156.5
51025,17419
51027,24055
51029,17133
51031,54881.5
51033,28588
51035,30034.5
51036,7263.5
51037,12577
51041,316669
51043,14043
51045,5199
51047,46769.5
51049,10054
51051,15900
51053,27998
51057,11159
51059,NA
51061,65293
51063,15297.5
51065,25712
51067,56175
51069,78408
51071,17291
51073,36904
51075,21731
51077,15505.5
51079,18432
51081,12238.5
51083,36216.5
51085,99905.5
51087,307185
51089,54115
51091,2313.5
51093,35279
51095,67123
51097,6952
51099,23629.5
51101,15969
51103,11385.5
51105,25582.5
51107,313722.5
51109,33207.5
51111,12918
51113,13303.5
51115,8974.5
51117,32699
51119,10968
51121,94461.5
51125,15011.5
51127,18492.5
51131,12388.5
51133,12328
51135,15845
51137,33508
51139,24034.5
51141,18477
51143,63497
51145,28058.5
51147,23373.5
51149,35720.5
51153,404056
51155,34850.5
51157,7374.5
51159,9251
51161,92382.5
51163,22300.5
51165,76363.5
51167,28879.5
51169,23162
51171,42023
51173,32185.5
51175,18561
51177,122625
51179,129353
51181,7061
51183,12073.5
51185,45078
51187,37625.5
51191,54876.5
51193,17458.5
51195,41457.5
51197,29232.5
51199,65465.5
51510,140439
51515,6232.5
51520,17828.5
51530,6638.5
51540,43511
51550,222597.5
51570,17396
51580,5966
51590,42991.5
51595,5932
51600,22618
51610,12426
51620,8600.5
51630,24365.5
51640,7054.5
51650,137408.5
51660,48977.5
51670,22623
51678,7044
51680,75627
51683,38011
51685,14361.5
51690,13795
51700,180715.5
51710,242969
51720,3964.5
51730,32473.5
51735,12145.5
51740,95615.5
51750,16415.5
51760,204301.5
51770,96999.5
51775,24831
51790,23755.5
51800,84745.5
51810,438583
51820,21025.5
51830,14119
51840,26235.5
53001,18774.5
53003,21655.5
53005,175816
53007,72594
53009,71459.5
53011,426203.5
53013,4095.5
53015,102455.5
53017,38510
53019,7552
53021,78693
53023,2267.5
53025,89432
53027,72839.5
53029,78593.5
53031,29898
53033,NA
53035,251471
53037,40971.5
53039,20348
53041,75471
53043,10565.5
53045,60732.5
53047,41188.5
53049,20903
53051,12992
53053,795426.5
53055,15776
53057,117001.5
53059,11084
53061,714402.5
53063,471684
53065,43508.5
53067,252675.5
53069,3974.5
53071,58872
53073,201384
53075,44783.5
53077,243858
54001,16595
54003,104405
54005,24607
54007,14523
54009,24043
54011,96348.5
54013,7633.5
54015,9373
54017,8201.5
54019,46040.5
54021,8698.5
54023,11930.5
54025,35492.5
54027,23971
54029,30651
54031,14044
54033,69166
54035,29205.5
54037,53578.5
54039,193019.5
54041,16377.5
54043,21711
54045,36743
54047,22087.5
54049,56450
54051,33096.5
54053,27306.5
54055,62273
54057,28215
54059,26814
54061,96490
54063,13497.5
54065,17518
54067,26227
54069,44446
54071,7691
54073,7591.5
54075,8709
54077,33508.5
54079,55541.5
54081,78881.5
54083,29396
54085,10440.5
54087,14917
54089,13923.5
54091,16894.5
54093,7132
54095,9193
54097,24257
54099,42434.5
54101,9155
54103,16576.5
54105,5718
54107,86973
54109,23770.5
55001,20859
55003,16169
55005,45860
55007,15009
55009,248256.5
55011,13581
55013,15437
55015,49005.5
55017,62465
55019,34691.5
55021,56868.5
55023,16637
55025,488691
55027,88753.5
55029,27757.5
55031,44171.5
55033,43877.5
55035,98832
55037,4410
55039,101649
55041,9290.5
55043,51220.5
55045,36855.5
55047,19044
55049,23698.5
55051,5908
55053,20452
55055,83689.5
55057,26663.5
55059,166548.5
55061,20573
55063,114756
55065,16818.5
55067,19957
55069,28731.5
55071,81395.5
55073,134083.5
55075,41726
55077,15393.5
55078,4242
55079,948339.5
55081,44704.5
55083,37656
55085,35958.5
55087,176803.5
55089,86380
55091,7465
55093,41072
55095,44180.5
55097,70036
55099,14135
55101,195459
55103,18001
55105,160320.5
55107,14735
55109,84393.5
55111,62000.5
55113,16562.5
55115,41953.5
55117,115489.5
55119,20666
55121,28835
55123,29774
55125,21413
55127,102216.5
55129,15913.5
55131,131929
55133,389927.5
55135,52389.5
55137,24481.5
55139,167026.5
55141,74771
56001,36368.5
56003,11689
56005,46192.5
56007,15869
56009,13828
56011,7097.5
56013,40183
56015,13285.5
56017,4807.5
56019,8568
56021,91932.5
56023,18093
56025,75478.5
56027,2483
56029,28238
56031,8670
56033,29134
56035,10247
56037,43713.5
56039,21298
56041,21127.5
56043,8544.5
56045,7195
